Change Component Footprint: Designator=D1 Old Footprint=DO-214AC New Footprint=SOD-123
Change Component Footprint: Designator=D2 Old Footprint=DO-214AC New Footprint=SOD-123
Change Component Description : Designator=B1 Old Description=3V蜂鸣 New Description=3V蜂鸣器
Change Component Description : Designator=Q2 Old Description=Discrete NPN Bipolar Tran New Description=Discrete NPN Bipolar Transistor
Change Component Description : Designator=P1 Old Description=Header, 2- New Description=Header, 2-Pin
Change Component Description : Designator=L1 Old Description=Power Inductor, Ferrite-C New Description=Power Inductor, Ferrite-Core
Change Component Description : Designator=LED1 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=LED2 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=LED3 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=LED4 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=S1 Old Description=SPDT Subminiature Toggle Switch, Right Angle Mounting, Vertical Act New Description=SPDT Subminiature Toggle Switch, Right Angle Mounting, Vertical Actuation
Change Component Description : Designator=D1 Old Description=TVS二极管 Dio New Description=TVS二极管 Diode
Change Component Description : Designator=D2 Old Description=TVS二极管 Dio New Description=TVS二极管 Diode
Change Component Description : Designator=C1 Old Description=电? New Description=电容
Change Component Description : Designator=C2 Old Description=电? New Description=电容
Change Component Description : Designator=C5 Old Description=电? New Description=电容
Change Component Description : Designator=C6 Old Description=电? New Description=电容
Change Component Description : Designator=C9 Old Description=电? New Description=电容
Change Component Description : Designator=C10 Old Description=电? New Description=电容
Change Component Description : Designator=C13 Old Description=电? New Description=电容
Change Component Description : Designator=C15 Old Description=电? New Description=电容
Change Component Description : Designator=C16 Old Description=电? New Description=电容
Change Component Description : Designator=C17 Old Description=电? New Description=电容
Change Component Description : Designator=C20 Old Description=电? New Description=电容
Change Component Description : Designator=C21 Old Description=电? New Description=电容
Change Component Description : Designator=L2 Old Description=电? New Description=电感
Change Component Description : Designator=L3 Old Description=电? New Description=电感
Change Component Description : Designator=R1 Old Description=电? New Description=电阻
Change Component Description : Designator=R2 Old Description=电? New Description=电阻
Change Component Description : Designator=R3 Old Description=电? New Description=电阻
Change Component Description : Designator=R4 Old Description=电? New Description=电阻
Change Component Description : Designator=R6 Old Description=电? New Description=电阻
Change Component Description : Designator=R7 Old Description=电? New Description=电阻
Change Component Description : Designator=R8 Old Description=电? New Description=电阻
Change Component Description : Designator=R9 Old Description=电? New Description=电阻
Change Component Description : Designator=R10 Old Description=电? New Description=电阻
Change Component Description : Designator=R11 Old Description=电? New Description=电阻
Change Component Description : Designator=R12 Old Description=电? New Description=电阻
Change Component Description : Designator=R13 Old Description=电? New Description=电阻
Change Component Description : Designator=R14 Old Description=电? New Description=电阻
Change Component Description : Designator=R15 Old Description=电? New Description=电阻
Change Component Description : Designator=R16 Old Description=电? New Description=电阻
Change Component Description : Designator=R17 Old Description=电? New Description=电阻
Change Component Description : Designator=R18 Old Description=电? New Description=电阻
Change Component Description : Designator=R19 Old Description=电? New Description=电阻
Change Component Description : Designator=R20 Old Description=电? New Description=电阻
Change Component Description : Designator=R21 Old Description=电? New Description=电阻
Change Component Description : Designator=R22 Old Description=电? New Description=电阻
Change Component Description : Designator=R23 Old Description=电? New Description=电阻
Change Component Description : Designator=R24 Old Description=电? New Description=电阻
Change Component Description : Designator=R25 Old Description=电? New Description=电阻
Change Component Description : Designator=R26 Old Description=电? New Description=电阻
Change Component Description : Designator=R27 Old Description=电? New Description=电阻
Change Component Description : Designator=R28 Old Description=电? New Description=电阻
Change Component Description : Designator=R29 Old Description=电? New Description=电阻
Change Component Description : Designator=R30 Old Description=电? New Description=电阻
Change Component Description : Designator=R31 Old Description=电? New Description=电阻
Change Component Description : Designator=R32 Old Description=电? New Description=电阻
Change Component Description : Designator=R33 Old Description=电? New Description=电阻
Change Component Description : Designator=R34 Old Description=电? New Description=电阻
Change Component Description : Designator=R35 Old Description=电? New Description=电阻
Change Component Description : Designator=R36 Old Description=电? New Description=电阻
Change Component Description : Designator=R37 Old Description=电? New Description=电阻
Change Component Description : Designator=R38 Old Description=电? New Description=电阻
Change Component Description : Designator=R5 Old Description=精密电 New Description=精密电位器
Change Component Description : Designator=C3 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C4 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C7 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C8 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C11 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C12 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C14 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C18 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C19 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change component parameters: Designator = "P1" ("P1"); Footprint = "PCBComponent_1"; UniqueID = "\IQWCIPJY" ("\IQWCIPJY")
Change component parameters (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters: Designator = "LED4" ("LED4"); Footprint = "0805D"; UniqueID = "\OBYPLUOA" ("\OBYPLUOA")
Change component parameters (AddParameter): Name = "PartNumber"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price(RMB)"; Value = "0.00"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters: Designator = "Q2" ("Q2"); Footprint = "SOT-23"; UniqueID = "\JTSIBUOO" ("\JTSIBUOO")
Change component parameters (AddParameter): Name = "PartNumber"; Value = "S8050"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "L1" ("L1"); Footprint = "L-0630"; UniqueID = "\ASRPIYDX" ("\ASRPIYDX")
Change component parameters (AddParameter): Name = "DCR"; Value = ".5m"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Imax"; Value = "50mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "3.3UH"; VariantName = "[No Variations]"
Change component parameters: Designator = "D1" ("D1"); Footprint = "DO-214AC"; UniqueID = "\EEXRURHA" ("\EEXRURHA")
Change component parameters (AddParameter): Name = "Imax"; Value = "500mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Initial Voltage"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "D2" ("D2"); Footprint = "DO-214AC"; UniqueID = "\KFEJOGDJ" ("\KFEJOGDJ")
Change component parameters (AddParameter): Name = "Imax"; Value = "500mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Initial Voltage"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature"; Value = ""; VariantName = "[No Variations]"
Change component parameters: Designator = "C3" ("C3"); Footprint = "3216"; UniqueID = "\KFLDGNAL" ("\KFLDGNAL")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C4" ("C4"); Footprint = "3216"; UniqueID = "\CBBBJIEU" ("\CBBBJIEU")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C7" ("C7"); Footprint = "3216"; UniqueID = "\CEXMCRJE" ("\CEXMCRJE")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C8" ("C8"); Footprint = "CAPSO_6.3*7.7"; UniqueID = "\WJFMPAEN" ("\WJFMPAEN")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100uF/25V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C11" ("C11"); Footprint = "3216"; UniqueID = "\SGHPMSUX" ("\SGHPMSUX")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C12" ("C12"); Footprint = "3216"; UniqueID = "\CIGYJUWS" ("\CIGYJUWS")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C14" ("C14"); Footprint = "CAPSO_6.3*7.7"; UniqueID = "\BRBAGEMH" ("\BRBAGEMH")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "220uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C18" ("C18"); Footprint = "CAPSO_6.3*7.7"; UniqueID = "\BSSOGAPJ" ("\BSSOGAPJ")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100uF/25V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C19" ("C19"); Footprint = "CAPSO_6.3*7.7"; UniqueID = "\UWXPGTYH" ("\UWXPGTYH")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Polarized Capacitor; 2 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "POLAR0.8"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "220uF/16V"; VariantName = "[No Variations]"
Change component parameters: Designator = "R1" ("R1"); Footprint = "0603R"; UniqueID = "\QHDVQBSH" ("\QHDVQBSH")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "4.7K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R2" ("R2"); Footprint = "0603R"; UniqueID = "\KLWWWFQB" ("\KLWWWFQB")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2.7K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R3" ("R3"); Footprint = "0603R"; UniqueID = "\AJVUCKNH" ("\AJVUCKNH")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R4" ("R4"); Footprint = "0603R"; UniqueID = "\FOHPYMLP" ("\FOHPYMLP")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R6" ("R6"); Footprint = "0603R"; UniqueID = "\YMCQRPXY" ("\YMCQRPXY")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "22R"; VariantName = "[No Variations]"
Change component parameters: Designator = "R7" ("R7"); Footprint = "0603R"; UniqueID = "\RKBFQVTV" ("\RKBFQVTV")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "15K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R8" ("R8"); Footprint = "0603R"; UniqueID = "\UWIPIETV" ("\UWIPIETV")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2.7K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R9" ("R9"); Footprint = "0603R"; UniqueID = "\SQTLDOOC" ("\SQTLDOOC")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R10" ("R10"); Footprint = "0603R"; UniqueID = "\JTFYXAVO" ("\JTFYXAVO")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R11" ("R11"); Footprint = "0603R"; UniqueID = "\GHATNKRT" ("\GHATNKRT")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R12" ("R12"); Footprint = "0603R"; UniqueID = "\WGSSSUFA" ("\WGSSSUFA")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R13" ("R13"); Footprint = "0603R"; UniqueID = "\DJQNGHDE" ("\DJQNGHDE")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.4 in Pin Spacing"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.4"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
